Filename,FullPath,Label,Malware_Class
FannyWorm_54D7826F13C1116B0BE9077334713F1A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_54D7826F13C1116B0BE9077334713F1A,malware,FannyWorm
FannyWorm_564950A5F4B3CA0E6ADE94C5CA5D8DE1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_564950A5F4B3CA0E6ADE94C5CA5D8DE1,malware,FannyWorm
FannyWorm_5686E5CDB415F7FB65A4A3D971F24E1C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5686E5CDB415F7FB65A4A3D971F24E1C,malware,FannyWorm
FannyWorm_56897704C43DBFB60847A6DCA00DE2B0,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_56897704C43DBFB60847A6DCA00DE2B0,malware,FannyWorm
FannyWorm_56D85656C527242B493D9B19CB95370E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_56D85656C527242B493D9B19CB95370E,malware,FannyWorm
FannyWorm_56FF71E1F28E1F149E0E4CF8CE9811D1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_56FF71E1F28E1F149E0E4CF8CE9811D1,malware,FannyWorm
FannyWorm_57B64A212B4B3982793916A18FA4F489,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_57B64A212B4B3982793916A18FA4F489,malware,FannyWorm
FannyWorm_5821380182C7BFAA6646DB4313449917,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5821380182C7BFAA6646DB4313449917,malware,FannyWorm
FannyWorm_58786E35FA1D61D1BCD671987D103957,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_58786E35FA1D61D1BCD671987D103957,malware,FannyWorm
FannyWorm_58EF8790939FCA73A20C6A04717A2659,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_58EF8790939FCA73A20C6A04717A2659,malware,FannyWorm
FannyWorm_595B08353458A0749D292E0E81C0FC01,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_595B08353458A0749D292E0E81C0FC01,malware,FannyWorm
FannyWorm_5A5BED7FAE336B93C44B370A955182DA,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5A5BED7FAE336B93C44B370A955182DA,malware,FannyWorm
FannyWorm_5A723D3EF02DB234061C2F61A6E3B6A4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5A723D3EF02DB234061C2F61A6E3B6A4,malware,FannyWorm
FannyWorm_5A7DACC0C0F34005AB9710E666128500,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5A7DACC0C0F34005AB9710E666128500,malware,FannyWorm
FannyWorm_5B0F5F62EF3AE981FE48B6C29D7BEAB2,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5B0F5F62EF3AE981FE48B6C29D7BEAB2,malware,FannyWorm
FannyWorm_5BEC4783C551C46B15F7C5B20F94F4B9,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5BEC4783C551C46B15F7C5B20F94F4B9,malware,FannyWorm
FannyWorm_5DC172E2C96B79EA7D855339F1B2403C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5DC172E2C96B79EA7D855339F1B2403C,malware,FannyWorm
FannyWorm_5E171B3A31279F9FCF21888AC0034B06,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5E171B3A31279F9FCF21888AC0034B06,malware,FannyWorm
FannyWorm_5F5ABBE2E637D4F0B8AFE7F2342C2942,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5F5ABBE2E637D4F0B8AFE7F2342C2942,malware,FannyWorm
FannyWorm_5FF0E69BF258375E7EEFCC5AC3BDCF24,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5FF0E69BF258375E7EEFCC5AC3BDCF24,malware,FannyWorm
FannyWorm_600984D541D399B1894745B917E5380B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_600984D541D399B1894745B917E5380B,malware,FannyWorm
FannyWorm_60D21EE6548DE4673CBDDEF2D779ED24,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_60D21EE6548DE4673CBDDEF2D779ED24,malware,FannyWorm
FannyWorm_63B2F98548174142F92FDFD995A2C70A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_63B2F98548174142F92FDFD995A2C70A,malware,FannyWorm
FannyWorm_63ECB7FE79A5B541C35765CAF424A021,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_63ECB7FE79A5B541C35765CAF424A021,malware,FannyWorm
FannyWorm_6436A4FB7A8F37AC934C275D325208E6,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6436A4FB7A8F37AC934C275D325208E6,malware,FannyWorm
FannyWorm_64A58CF7E810A77A5105D56B81AE8200,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_64A58CF7E810A77A5105D56B81AE8200,malware,FannyWorm
FannyWorm_66A2A7AC521BE856DEED54FD8072D0E8,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_66A2A7AC521BE856DEED54FD8072D0E8,malware,FannyWorm
FannyWorm_6814B21455DEB552DF3B452EF0551EC1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6814B21455DEB552DF3B452EF0551EC1,malware,FannyWorm
FannyWorm_682C987506651FCAE56C32FFA1F70170,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_682C987506651FCAE56C32FFA1F70170,malware,FannyWorm
FannyWorm_687F8BEC9484257500976C336E103A08,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_687F8BEC9484257500976C336E103A08,malware,FannyWorm
FannyWorm_688526EDBEA2D61664EC629F6558365C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_688526EDBEA2D61664EC629F6558365C,malware,FannyWorm
FannyWorm_68892E329FA28FE751B9EB16928EA98D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_68892E329FA28FE751B9EB16928EA98D,malware,FannyWorm
FannyWorm_68E6EE88BA44ED0B9DE93D6812B5255E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_68E6EE88BA44ED0B9DE93D6812B5255E,malware,FannyWorm
FannyWorm_6DA22F42139A4A2365E7A9068D7B908A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6DA22F42139A4A2365E7A9068D7B908A,malware,FannyWorm
FannyWorm_6DE614AD2B4D03F9DFCDF0251737D33D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6DE614AD2B4D03F9DFCDF0251737D33D,malware,FannyWorm
FannyWorm_6E4F77DCDBB034CB4073D8C46BF23AE3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6E4F77DCDBB034CB4073D8C46BF23AE3,malware,FannyWorm
FannyWorm_6F073003704CC5B5265A0A9F8EE851D1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_6F073003704CC5B5265A0A9F8EE851D1,malware,FannyWorm
FannyWorm_70B0214530810773E46AFA469A723CE3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_70B0214530810773E46AFA469A723CE3,malware,FannyWorm
FannyWorm_72312F1E2AE6900F169A2B7A88E14D93,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_72312F1E2AE6900F169A2B7A88E14D93,malware,FannyWorm
FannyWorm_72B16929F43533AC4BF953D90A52EB37,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_72B16929F43533AC4BF953D90A52EB37,malware,FannyWorm
FannyWorm_72F244452DF28865B37317369C33927D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_72F244452DF28865B37317369C33927D,malware,FannyWorm
FannyWorm_74621A05BAFB868BDA8AEB6562DD36DF,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_74621A05BAFB868BDA8AEB6562DD36DF,malware,FannyWorm
FannyWorm_74AD35F0F4342F45038860CA0564AB8B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_74AD35F0F4342F45038860CA0564AB8B,malware,FannyWorm
FannyWorm_75AC44F173AF6ACE7CC06E8406B03D33,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_75AC44F173AF6ACE7CC06E8406B03D33,malware,FannyWorm
FannyWorm_769C62FDD6E1D2C5D51094E2882886B0,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_769C62FDD6E1D2C5D51094E2882886B0,malware,FannyWorm
FannyWorm_7808586DEC24D04567582F9CBD26EAD8,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_7808586DEC24D04567582F9CBD26EAD8,malware,FannyWorm
FannyWorm_782E5C2D319063405414D4E55D3DCFB3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_782E5C2D319063405414D4E55D3DCFB3,malware,FannyWorm
FannyWorm_78B1FF3B04FAC35C890462225C5FBC49,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_78B1FF3B04FAC35C890462225C5FBC49,malware,FannyWorm
FannyWorm_7CCCAF9B08301D2C2ACB647EA04CA8E1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_7CCCAF9B08301D2C2ACB647EA04CA8E1,malware,FannyWorm
FannyWorm_7E6348F56508E43C900265EE5297B577,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_7E6348F56508E43C900265EE5297B577,malware,FannyWorm
FannyWorm_7FAABCE7D2564176480769A9D7B34A2C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_7FAABCE7D2564176480769A9D7B34A2C,malware,FannyWorm
FannyWorm_8010AF50404647200A7BB51DE08AB960,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8010AF50404647200A7BB51DE08AB960,malware,FannyWorm
FannyWorm_8051E04BAB3A6DB6226CC4D08890E934,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8051E04BAB3A6DB6226CC4D08890E934,malware,FannyWorm
FannyWorm_8568A1CFA314525F49C98FAFBF85D14B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8568A1CFA314525F49C98FAFBF85D14B,malware,FannyWorm
FannyWorm_85CEE5AAA59CACAD80BF9792869845BA,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_85CEE5AAA59CACAD80BF9792869845BA,malware,FannyWorm
FannyWorm_86D89BAC8A165FCE91426BF84EB7B7FC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_86D89BAC8A165FCE91426BF84EB7B7FC,malware,FannyWorm
FannyWorm_872E8E7C381FB805B87B88F31F77A772,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_872E8E7C381FB805B87B88F31F77A772,malware,FannyWorm
FannyWorm_8738E487218905E86BF6AD7988929ECB,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8738E487218905E86BF6AD7988929ECB,malware,FannyWorm
FannyWorm_878A3D4B91875E10F032B58D5DA3DDF1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_878A3D4B91875E10F032B58D5DA3DDF1,malware,FannyWorm
FannyWorm_88E4147EFABA886FF16D6F058E8A25A6,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_88E4147EFABA886FF16D6F058E8A25A6,malware,FannyWorm
FannyWorm_89C216DF6B2B1A335738847A1F1A6CBC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_89C216DF6B2B1A335738847A1F1A6CBC,malware,FannyWorm
FannyWorm_8A41A5AD3AE353F16FF2FD92E8046AC3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8A41A5AD3AE353F16FF2FD92E8046AC3,malware,FannyWorm
FannyWorm_8AD46BB2D0BEF97548EBBED2F6EEA2E1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8AD46BB2D0BEF97548EBBED2F6EEA2E1,malware,FannyWorm
FannyWorm_8B1FE26A399F54CEE44493859C6E82AC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8B1FE26A399F54CEE44493859C6E82AC,malware,FannyWorm
FannyWorm_8BAADB392A85A187360FCA5A4E56E6CF,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8BAADB392A85A187360FCA5A4E56E6CF,malware,FannyWorm
FannyWorm_8BB0C5181D8AB57B879DEA3F987FBEDF,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8BB0C5181D8AB57B879DEA3F987FBEDF,malware,FannyWorm
FannyWorm_8C7EF91A96E75C3D05EA5E54A0E9356C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8C7EF91A96E75C3D05EA5E54A0E9356C,malware,FannyWorm
FannyWorm_8E555220BD7F8C183ABF58071851E2B4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8E555220BD7F8C183ABF58071851E2B4,malware,FannyWorm
FannyWorm_8FE19689CC16FEA06BDFC9C39C515FA3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_8FE19689CC16FEA06BDFC9C39C515FA3,malware,FannyWorm
FannyWorm_90C8A317CBA47D7E3525B69862DDEF58,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_90C8A317CBA47D7E3525B69862DDEF58,malware,FannyWorm
FannyWorm_9120C2A26E1F4DC362CA338B8E014B20,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_9120C2A26E1F4DC362CA338B8E014B20,malware,FannyWorm
FannyWorm_91B1F4A4FA5C26473AB678408EDCB913,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_91B1F4A4FA5C26473AB678408EDCB913,malware,FannyWorm
FannyWorm_939706730193E6BCFEB991DE4387BD3F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_939706730193E6BCFEB991DE4387BD3F,malware,FannyWorm
FannyWorm_93B22ECC56A91F251D5E023A5C20B3A4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_93B22ECC56A91F251D5E023A5C20B3A4,malware,FannyWorm
FannyWorm_94271AE895E359B606252395DF952F5F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_94271AE895E359B606252395DF952F5F,malware,FannyWorm
FannyWorm_948603BD138DD8487FAAB3C0DA5EB573,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_948603BD138DD8487FAAB3C0DA5EB573,malware,FannyWorm
FannyWorm_9563FD4AB7D619D565B47CD16104DC66,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_9563FD4AB7D619D565B47CD16104DC66,malware,FannyWorm
FannyWorm_963A24B864524DFA64BA4310537CE0E1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_963A24B864524DFA64BA4310537CE0E1,malware,FannyWorm
FannyWorm_97B0A0EF6CB6B1EB8E325EB20BA0A8E3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_97B0A0EF6CB6B1EB8E325EB20BA0A8E3,malware,FannyWorm
FannyWorm_98E6B678B40329DAC41D8F42652C17A2,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_98E6B678B40329DAC41D8F42652C17A2,malware,FannyWorm
FannyWorm_99E8D4F1D2069EF84D9725AA206D6BA7,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_99E8D4F1D2069EF84D9725AA206D6BA7,malware,FannyWorm
FannyWorm_9A7165D3C7B84FE0E22881F653EADF7F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_9A7165D3C7B84FE0E22881F653EADF7F,malware,FannyWorm
FannyWorm_9FB98B0D1A5B38B6A89CB478943C285B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_9FB98B0D1A5B38B6A89CB478943C285B,malware,FannyWorm
FannyWorm_9FC2AA4D538B34651705B904C7823C6F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_9FC2AA4D538B34651705B904C7823C6F,malware,FannyWorm
FannyWorm_A00101CFC1EDD423CB34F758F8D0C62E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A00101CFC1EDD423CB34F758F8D0C62E,malware,FannyWorm
FannyWorm_A2C52AD8F66A14F7979C6BAFC4978142,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A2C52AD8F66A14F7979C6BAFC4978142,malware,FannyWorm
FannyWorm_A397A581C20BF93EB5C22CAD5A2AFCDD,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A397A581C20BF93EB5C22CAD5A2AFCDD,malware,FannyWorm
FannyWorm_A43F67AF43730552864F84E2B051DEB4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A43F67AF43730552864F84E2B051DEB4,malware,FannyWorm
FannyWorm_A498FCAC85DC2E97281781A08B1C1041,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A498FCAC85DC2E97281781A08B1C1041,malware,FannyWorm
FannyWorm_A4E2ED5FF620A786C2F2E15A5F8A2D2F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A4E2ED5FF620A786C2F2E15A5F8A2D2F,malware,FannyWorm
FannyWorm_A5E169E47BA828DD68417875AA8C0C94,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A5E169E47BA828DD68417875AA8C0C94,malware,FannyWorm
FannyWorm_A5F2C5CA6B51A6BF48D795FB5AE63203,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A5F2C5CA6B51A6BF48D795FB5AE63203,malware,FannyWorm
FannyWorm_A5F389947F03902A5ABD742B61637363,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A5F389947F03902A5ABD742B61637363,malware,FannyWorm
FannyWorm_A62BE32440D0602C76A72F96235567AC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A62BE32440D0602C76A72F96235567AC,malware,FannyWorm
FannyWorm_A67E937C6C33B0A9CD83946CCFA666CA,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A67E937C6C33B0A9CD83946CCFA666CA,malware,FannyWorm
FannyWorm_A68A56B4B3412E07436C7D195891E8BE,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A68A56B4B3412E07436C7D195891E8BE,malware,FannyWorm
FannyWorm_A76DC2F716AA5ED5CBBD23BBF1DE3005,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A76DC2F716AA5ED5CBBD23BBF1DE3005,malware,FannyWorm
FannyWorm_A7F4EEE46463BE30615903E395A323C5,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A7F4EEE46463BE30615903E395A323C5,malware,FannyWorm
FannyWorm_A801668543B30FCC3A254DE8183B2BA5,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A801668543B30FCC3A254DE8183B2BA5,malware,FannyWorm
FannyWorm_A82D41CFC3EE376D9252DD4912E35894,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A82D41CFC3EE376D9252DD4912E35894,malware,FannyWorm
FannyWorm_A84FD0164200AD1AD0E34EEE9C663949,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A84FD0164200AD1AD0E34EEE9C663949,malware,FannyWorm
FannyWorm_A8A973B3861C8D2F18039432B9F38335,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A8A973B3861C8D2F18039432B9F38335,malware,FannyWorm
FannyWorm_A95B2EC5B67F8FDDA547A4A5A4B85543,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A95B2EC5B67F8FDDA547A4A5A4B85543,malware,FannyWorm
FannyWorm_A96DC17D52986BB9BA201550D5D41186,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_A96DC17D52986BB9BA201550D5D41186,malware,FannyWorm
FannyWorm_AAA06C8458F01BEDCAC5EC638C5C8B24,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AAA06C8458F01BEDCAC5EC638C5C8B24,malware,FannyWorm
FannyWorm_AB75C7BF5AD32AF82D331B5EE76F2ECA,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AB75C7BF5AD32AF82D331B5EE76F2ECA,malware,FannyWorm
FannyWorm_ABFF989FBA8B34539CDDBDFF0A79EE8D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_ABFF989FBA8B34539CDDBDFF0A79EE8D,malware,FannyWorm
FannyWorm_AC50C31D680C763CCE26B4D979A11A5C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AC50C31D680C763CCE26B4D979A11A5C,malware,FannyWorm
FannyWorm_AC7A5C23B475E8BF54A1E60AE1A85F67,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AC7A5C23B475E8BF54A1E60AE1A85F67,malware,FannyWorm
FannyWorm_AE58E6C03D7339DA70D061399F6DEFF3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AE58E6C03D7339DA70D061399F6DEFF3,malware,FannyWorm
FannyWorm_AF426F4980CE7E2F771742BEE1CC43DF,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AF426F4980CE7E2F771742BEE1CC43DF,malware,FannyWorm
FannyWorm_AF8F1BFCCB6530E41B2F19FF0DE8BAB5,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_AF8F1BFCCB6530E41B2F19FF0DE8BAB5,malware,FannyWorm
