Sample,FullPath,Label,Malware_Class,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,SizeOfHeaders,Machine,Magic,Num_Sections,Non_Standard_Sections,Size_Mismatch_Count,Avg_Entropy,Packed,Total_VirtualSize,Total_RawSize,Num_Imported_DLLs,Num_Imported_APIs,has_msvcpl40.dll,has_user32.dll,has_vcruntime140.dll,has_oleaut32.dll,has_kernel.dll,has_mscore.dll,has_advapi.dll,has_WriteFile,has_CreateProcessW,has_CreateDirectory,has_sleep,has_GetProcAddress,has_CreatePopupMenu,has_CloseClipboard,has_LoadLibraryA,has_GetModuleHandleA
FannyWorm_21A6959A33909E3CDF27A455064D4D4D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_21A6959A33909E3CDF27A455064D4D4D,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_21A9C4073DBB1CB6127FDB932C95372C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_21A9C4073DBB1CB6127FDB932C95372C,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.197,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2249D5577D2C84BA1043376B77E6C24D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2249D5577D2C84BA1043376B77E6C24D,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_22DB66045FA1E39B5BF16FC63A850098,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_22DB66045FA1E39B5BF16FC63A850098,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_24132E1E00071F33221C405399271B74,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_24132E1E00071F33221C405399271B74,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_242A7137788B0F0AEFCEA5C233C951B7,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_242A7137788B0F0AEFCEA5C233C951B7,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_246272DD6E9193E31745AD54138F875D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_246272DD6E9193E31745AD54138F875D,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_263B761FCEA771137F2EA9918E381B47,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_263B761FCEA771137F2EA9918E381B47,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_26C46A09CF1BDFF5AF503A406575809D,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_26C46A09CF1BDFF5AF503A406575809D,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_27C5D028EE23A515DF4203EA6026E23E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_27C5D028EE23A515DF4203EA6026E23E,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2822D46611AD7FD71DFE5A1F4C79AB4B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2822D46611AD7FD71DFE5A1F4C79AB4B,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_29F2AB09FDFFC4006A4407C05BA11B65,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_29F2AB09FDFFC4006A4407C05BA11B65,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_29FDEC2FD992C2AB38E1DD41500190B9,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_29FDEC2FD992C2AB38E1DD41500190B9,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2BB52B4C1BC0788BF701E6F5EE761A9B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2BB52B4C1BC0788BF701E6F5EE761A9B,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2C029BE8E3B0C9448ED5E88B52852ADE,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2C029BE8E3B0C9448ED5E88B52852ADE,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2C35ED272225B4E134333BEA2B657A3F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2C35ED272225B4E134333BEA2B657A3F,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.109,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2C6595834DD5528235E8A9815276563E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2C6595834DD5528235E8A9815276563E,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2C87A3442C60C72F639CA7EB6754746A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2C87A3442C60C72F639CA7EB6754746A,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2D088E08FD1B90342CAE128770063DBE,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2D088E08FD1B90342CAE128770063DBE,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.118,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2DA059A8BF3BC00BB809B28770044FF6,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2DA059A8BF3BC00BB809B28770044FF6,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.131,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2E0E43F2B0499D631EDF1DD92F09BD2C,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2E0E43F2B0499D631EDF1DD92F09BD2C,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.363,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2E208B3D5953BD92C84031D3A7B8A231,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2E208B3D5953BD92C84031D3A7B8A231,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2EBD5BD711CEB8D6B4F6EBA38D087BC9,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2EBD5BD711CEB8D6B4F6EBA38D087BC9,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_2F2A8DECA2539923B489D51DE9A278F4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_2F2A8DECA2539923B489D51DE9A278F4,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_303B7527DB5B417719DAF9B0AE5B89AA,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_303B7527DB5B417719DAF9B0AE5B89AA,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.181,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_31457CB30CCAD20CDBC77B8C4B6F9B3F,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_31457CB30CCAD20CDBC77B8C4B6F9B3F,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_318D5E8B3DA6C6F5E5041250CEB5D836,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_318D5E8B3DA6C6F5E5041250CEB5D836,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_38430B3311314A4DC01C2CDCD29A0D10,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_38430B3311314A4DC01C2CDCD29A0D10,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3A3FEE2E8E1ABDD99A020EEB8EE2D271,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3A3FEE2E8E1ABDD99A020EEB8EE2D271,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.203,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3A431D965B9537721BE721A48CCCDF0A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3A431D965B9537721BE721A48CCCDF0A,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3A71446564B4C060D99A8CCD2EB5D161,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3A71446564B4C060D99A8CCD2EB5D161,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.116,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3AC8BC5E416D59666905489AEA3BE51E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3AC8BC5E416D59666905489AEA3BE51E,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3B496B8CD19789FABF00584475B607C7,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3B496B8CD19789FABF00584475B607C7,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3DE3419F6441A7F4D664077A43FB404B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3DE3419F6441A7F4D664077A43FB404B,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.093,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_3FBD798BCD7214FCBF5FAB05FAF9FD71,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_3FBD798BCD7214FCBF5FAB05FAF9FD71,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_40000B4F52DCDEDB1E1D3BFD5C185CEC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_40000B4F52DCDEDB1E1D3BFD5C185CEC,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_40FEE20FE98995ACBDA82DBCDE0B674B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_40FEE20FE98995ACBDA82DBCDE0B674B,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.118,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_41D1E22FABD1CE4D21F5F7BE352B3A07,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_41D1E22FABD1CE4D21F5F7BE352B3A07,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.153,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_44BD4CF5E28D78CC66B828A57C99CA74,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_44BD4CF5E28D78CC66B828A57C99CA74,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4509385E247EF538CFB8CD42944EE480,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4509385E247EF538CFB8CD42944EE480,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.118,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_450A3EDECE8808F483203FE8988C4437,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_450A3EDECE8808F483203FE8988C4437,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4605A7396D892BBA0646BC73A02B28E9,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4605A7396D892BBA0646BC73A02B28E9,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.128,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4810559ED364A18843178F1C4FCA49FC,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4810559ED364A18843178F1C4FCA49FC,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_487E79347D92F44507200792A7795C7B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_487E79347D92F44507200792A7795C7B,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.111,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_48BC620F4C5B14E30F173B0D02887840,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_48BC620F4C5B14E30F173B0D02887840,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_48E958E3785BE0D5E074AD2CFCF2FEE4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_48E958E3785BE0D5E074AD2CFCF2FEE4,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.118,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4902CD32C4AE98008BA24C0F40189E51,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4902CD32C4AE98008BA24C0F40189E51,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_49622DDF195628F7A3400B7A9F98E60A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_49622DDF195628F7A3400B7A9F98E60A,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4984608139E2C5430A87028F84A2BBB7,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4984608139E2C5430A87028F84A2BBB7,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.127,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_49CB69039308B2613664515C5FA323E1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_49CB69039308B2613664515C5FA323E1,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.158,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4A3B537879F3F29CD8D446C53E6B06C3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4A3B537879F3F29CD8D446C53E6B06C3,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4AD2F62CE2EB72EFF45C61699BDCB1E3,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4AD2F62CE2EB72EFF45C61699BDCB1E3,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4C31FE56FF4A46FBCD87B28651235177,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4C31FE56FF4A46FBCD87B28651235177,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4E58BD45A388E458C9F8FF09EB905CC0,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4E58BD45A388E458C9F8FF09EB905CC0,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4EA931A432BB9555483B41B3BC8E78E4,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4EA931A432BB9555483B41B3BC8E78E4,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.108,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4F79981D1F7091BE6AADCC4595EF5F76,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4F79981D1F7091BE6AADCC4595EF5F76,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_4FD969CEFB161CBBFE26897F097EDA71,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_4FD969CEFB161CBBFE26897F097EDA71,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_5118F69983A1544CAF4E3D244E195304,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5118F69983A1544CAF4E3D244E195304,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_5328361825D0B1CCB0B157CEFF4E883E,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_5328361825D0B1CCB0B157CEFF4E883E,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_545BEE90A5F356B114CA3A4823F14990,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_545BEE90A5F356B114CA3A4823F14990,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_54C7657B4D19C6AFAAF003A332704907,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_54C7657B4D19C6AFAAF003A332704907,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.124,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_54D7826F13C1116B0BE9077334713F1A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_54D7826F13C1116B0BE9077334713F1A,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.118,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FannyWorm_564950A5F4B3CA0E6ADE94C5CA5D8DE1,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\FannyWorm\FannyWorm_564950A5F4B3CA0E6ADE94C5CA5D8DE1,malware,FannyWorm,6,0,53248,126976,0,54299,4096,268435456,4096,4096,332,267,5,0,5,5.125,0,171723,180224,5,131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
